upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/09/05/01/2309,Rubavu,SectorD,Mixed-use,A1,1305,6.291833626939463,245.60842245691407,2.6881477434153855,0.26576127158554697,62655751.51598808,48012.07012719393
3/06/05/01/1866,Rubavu,SectorA,Residential,A1,933,13.981718856839729,279.911291904078,7.690848016103283,0.4446075897148036,39767935.86574005,42623.72547239019
3/05/05/01/0845,Kicukiro,SectorA,Agricultural,R3,1191,12.044795481522138,73.93868240348226,9.588027440849398,0.388546027660708,45320062.41746248,38052.109502487394
3/04/05/01/2974,Musanze,SectorC,Agricultural,R2,415,10.884033733940676,243.93377770010633,9.158061409600984,0.288704486878788,9602677.782080969,23138.982607424023
3/06/05/01/1726,Musanze,SectorA,Residential,R2,335,12.48215122159907,264.54042690701624,12.85800501486801,0.500043509508429,13471709.516802346,40214.05825911148
3/00/05/01/0370,Huye,SectorB,Residential,C2,1070,8.005616039942817,132.65509512581286,6.8654940773894095,0.367106179204131,39531322.41834766,36945.16113864267
3/08/05/01/4838,Gasabo,SectorB,Agricultural,C1,1374,10.545894566210293,182.19412327392678,12.888342058526957,0.2647011518347827,52529264.59740248,38230.905820525826
3/06/05/01/2136,Huye,SectorA,Residential,R3,1193,11.986879517367708,274.0600143120596,10.689091103806387,0.5382258724524831,45153716.31134099,37848.882071534776
3/00/05/01/2990,Huye,SectorD,Agricultural,C2,990,12.421748396487711,121.29140568097102,0.4943126267195691,0.7670450383763292,23709614.668829497,23949.1057260904
3/04/05/01/4354,Nyarugenge,SectorC,Agricultural,C2,1204,8.38574754604168,168.28956647789244,2.8344836209739785,0.4787031554337272,57527386.63986804,47780.22146168442
3/06/05/01/1036,Kicukiro,SectorB,Mixed-use,R1,1040,1.9184107092304135,208.7315171540577,8.586115889516478,0.523615619566588,79821614.92146182,76751.5528090979
3/07/05/01/2367,Huye,SectorD,Commercial,A1,481,14.577332848468952,105.69370724520938,11.948304346519803,0.8812246442299949,26207300.544737164,54485.032317540885
3/06/05/01/3526,Rubavu,SectorC,Mixed-use,C1,867,14.019918553875177,218.92194963344974,3.968386919933775,0.942736568755141,47264365.51098615,54514.83911301747
3/07/05/01/0657,Musanze,SectorB,Residential,C2,1321,3.344436423251839,141.46509639602016,0.49901956754037635,0.2975104660258164,52771667.825619906,39948.272388811434
3/02/05/01/3622,Huye,SectorA,Agricultural,A1,757,12.186729931830431,286.1621025286935,10.972383275645148,0.902099311490024,18406354.79921387,24314.867634364426
3/02/05/01/3952,Musanze,SectorA,Residential,R1,1330,14.902812519624057,37.05652266457606,9.466752681456471,0.469151958690069,53777612.84252465,40434.29537031928
3/03/05/01/3123,Musanze,SectorD,Agricultural,C2,784,6.8216767037524155,267.05001992751096,7.237490622986192,0.8588227007849978,20593147.468997635,26266.76973086433
3/07/05/01/0527,Rubavu,SectorA,Mixed-use,R2,449,2.919252413102591,221.4955235867497,9.483572263017914,0.6668840296064797,23477012.17911313,52287.332247467995
3/00/05/01/0670,Rubavu,SectorC,Agricultural,A1,624,8.51857840638764,252.7993393782813,5.089842534835666,0.767119290218653,17252127.878395434,27647.640830761913
3/06/05/01/2716,Kicukiro,SectorD,Agricultural,R3,871,1.8932664173710902,233.2508623966488,4.644499855625897,0.23124369473004489,32919460.82525405,37795.0181690632
3/00/05/01/4740,Musanze,SectorD,Commercial,R2,316,2.2313992110418157,109.02314613734853,10.032846341640903,0.9327456039228488,19234294.69167913,60868.021176199785
3/03/05/01/3833,Gasabo,SectorB,Residential,C2,1108,12.148973175104548,170.275143732466,2.820198986610075,0.5896354395759706,75204031.16394453,67873.67433569001
3/01/05/01/1191,Rubavu,SectorD,Commercial,A1,932,10.671949060757388,237.15575128883896,1.7452267478610568,0.48812972257103326,54571925.272313684,58553.567888748585
3/07/05/01/0917,Gasabo,SectorB,Mixed-use,R3,600,1.7411030979634556,227.70509923658986,14.327627407171986,0.3921212768176114,45390173.608508095,75650.28934751349
3/09/05/01/3579,Musanze,SectorD,Agricultural,R2,964,10.52381666552124,192.92515067644933,7.503371714033187,0.6155780934874606,23985302.997499716,24881.01970694991
3/05/05/01/3085,Gasabo,SectorD,Mixed-use,R2,1082,7.3363993691279585,152.51923160664043,14.41941781711375,0.5667608487593304,84802928.84048387,78376.08950137142
3/03/05/01/0713,Kicukiro,SectorA,Agricultural,A1,542,2.651614770792862,18.319652501626123,6.568498307143685,0.87519477755362,23180900.506881893,42769.189127088364
3/06/05/01/4536,Gasabo,SectorD,Mixed-use,C1,1339,2.092407568072009,254.64629059632972,8.970974001446628,0.8958876389657349,112830596.11729568,84264.82159618796
3/01/05/01/4761,Musanze,SectorC,Commercial,C1,511,10.488316554736379,215.03140827034431,10.130369575410104,0.9573672453754565,30443576.07953075,59576.46982295646
3/04/05/01/4164,Huye,SectorB,Mixed-use,C2,1174,8.147265268218598,217.05463959769955,13.710232380548268,0.7140982039584127,53528790.79116368,45595.22213898099
3/06/05/01/4286,Kicukiro,SectorD,Commercial,C2,1453,3.8136596396753957,179.81244990683706,7.789248968767971,0.5287266613942865,130365394.12387328,89721.53759385635
3/06/05/01/2646,Kicukiro,SectorC,Agricultural,R3,410,8.724877136371191,123.81200475475326,2.8505672178024115,0.818134987891336,17081106.469960053,41661.235292585494
3/00/05/01/4750,Gasabo,SectorB,Commercial,C2,1118,3.681321921887551,169.74706951875953,7.51122028901848,0.413117723181352,99914322.69550294,89368.80384213143
3/02/05/01/2662,Nyarugenge,SectorD,Agricultural,R2,898,4.4575638715829715,125.65703505555317,9.900451659450344,0.3776350208536872,42379566.52751725,47193.28121104371
3/06/05/01/1676,Rubavu,SectorC,Residential,R2,714,12.848882918129926,205.1467469777624,14.310237061787806,0.6088038108356695,31229432.072238836,43738.700381286886
3/06/05/01/1906,Nyarugenge,SectorC,Mixed-use,A1,371,12.502282037646125,291.91199460264295,0.8735667406601738,0.3249418643527898,32367448.212763622,87243.79572173483
3/08/05/01/3418,Gasabo,SectorA,Residential,C1,1438,10.725409518706746,73.15272187406643,12.872440157735362,0.5730912950660891,97443196.88016479,67763.00200289623
3/06/05/01/4946,Kicukiro,SectorA,Mixed-use,C2,814,14.890612450106582,195.78440135957987,7.932203757520464,0.49212628341218134,59854165.63182911,73530.91600961807
3/00/05/01/3090,Gasabo,SectorA,Agricultural,R2,836,9.895593804707572,215.66622653918367,6.437287568278466,0.7821018324568072,35696968.520775564,42699.72311097555
3/06/05/01/0576,Kicukiro,SectorB,Commercial,C2,873,13.84175293208753,124.94420852104432,2.149221880539616,0.7717750668016288,80393674.64607501,92088.97439412944
3/02/05/01/1882,Gasabo,SectorA,Mixed-use,R3,524,13.305892308621102,227.63134365610168,14.002091879213367,0.37610353666861135,38991092.71793654,74410.48228613843
3/04/05/01/4664,Huye,SectorD,Commercial,A1,1222,1.0478333615744913,51.24708737661064,8.896554747557863,0.5119361385637271,63264659.44786174,51771.407076809934
3/08/05/01/3478,Nyarugenge,SectorC,Agricultural,R3,738,13.383996889792742,256.87760049113683,8.98263563358703,0.41833507792346714,34001961.85540134,46073.119045259264
3/09/05/01/1889,Musanze,SectorA,Commercial,C1,373,7.518846901827918,299.90254472129493,5.8314697817536505,0.5095992474034472,20532543.237715237,55047.032808888034
3/02/05/01/3682,Kicukiro,SectorA,Commercial,C1,354,1.9660677488056282,32.899473431453316,5.133394633909013,0.2944734065577067,30502974.924854837,86166.59583292327
3/04/05/01/2534,Nyarugenge,SectorD,Residential,R1,1476,10.777519443173189,127.94216812629902,10.74539678566462,0.9206357602102955,126343706.91907679,85598.71742484877
3/07/05/01/2617,Nyarugenge,SectorA,Agricultural,R1,1143,9.017331048606497,53.27294713021634,11.652935292541677,0.8885757645868544,59168264.49788002,51765.760715555574
3/02/05/01/0152,Huye,SectorB,Commercial,R3,425,6.377268560877494,15.83592154085102,14.359053944749885,0.8609645566351727,23661642.003080633,55674.45177195443
3/00/05/01/0570,Nyarugenge,SectorD,Mixed-use,R2,994,9.319385582320361,182.92928543626937,10.237986893065823,0.6602873385032788,93503923.7701715,94068.33377280834
3/00/05/01/0510,Nyarugenge,SectorB,Mixed-use,R3,980,7.552966759280062,142.55832681724655,11.408634636829234,0.3235937632039407,86886040.71908437,88659.22522355548
3/02/05/01/4602,Kicukiro,SectorB,Agricultural,R2,699,12.67078811465207,114.6013753268064,4.220784358746821,0.8198901839242765,28927632.414324433,41384.309605614355
3/08/05/01/3888,Nyarugenge,SectorC,Mixed-use,R2,1045,3.2817213474890994,235.16884330978127,10.125759347195453,0.46115642011266617,95683555.94399592,91563.21142966117
3/05/05/01/4075,Gasabo,SectorC,Residential,C2,1437,3.099178511861684,134.37324753905224,2.9704938819334243,0.5145531662911702,98392824.277727,68470.99810558594
3/01/05/01/4351,Nyarugenge,SectorC,Agricultural,A1,602,1.8799461115617493,253.07236213172055,11.698688678161787,0.9219453194204952,31542986.90039218,52396.988206631526
3/07/05/01/0267,Huye,SectorA,Agricultural,R3,1214,7.584466757424999,153.10481297909192,1.8707108536708572,0.5083007064378895,27828625.259998493,22923.085057659384
3/07/05/01/3617,Gasabo,SectorD,Commercial,C1,1059,12.022457467751142,210.20355676360123,10.186198207052241,0.5798045389707285,96698871.42590815,91311.49332002658
3/03/05/01/2463,Nyarugenge,SectorB,Agricultural,R2,661,2.366365557882369,219.73120301821487,14.534110657613995,0.6556663662264742,33031658.761179052,49972.25228620129
3/02/05/01/4812,Rubavu,SectorC,Residential,A1,1367,8.138892525588513,74.25147420577589,13.163974412121705,0.33863398916759613,58206454.50934073,42579.70337186594
3/08/05/01/1658,Kicukiro,SectorD,Mixed-use,A1,733,1.5901058374810788,138.946320169817,12.018148503654434,0.8173344850485966,58715910.438051604,80103.56130702811
3/07/05/01/3307,Musanze,SectorB,Agricultural,R1,364,7.8473006405090455,69.56514051314758,2.776907258598269,0.8879537897935088,9650417.14836371,26512.135022977225
3/07/05/01/1157,Rubavu,SectorC,Mixed-use,R2,851,1.3078113085505305,245.97900583866593,0.20923528037867178,0.7256950712490187,45658600.88327906,53652.880003853184
3/01/05/01/1361,Kicukiro,SectorA,Commercial,C2,1229,4.0111932029913,85.19891438414516,2.545578587328674,0.7747681426585336,117348461.74682148,95482.88181189705
3/06/05/01/3346,Nyarugenge,SectorD,Agricultural,R3,583,6.542369918243891,63.24146897816842,9.035974772918347,0.5589220858690471,28359199.298628177,48643.56654996257
3/04/05/01/0964,Kicukiro,SectorC,Agricultural,R3,581,14.20474189570831,279.8607703023783,3.1030781313343168,0.48657523299445826,22218110.449291363,38241.15395747223
3/02/05/01/0642,Gasabo,SectorA,Commercial,R1,1236,6.99457515814042,191.44566648461876,10.891668890169553,0.4935691256057604,113316078.82157733,91679.67542198813
3/06/05/01/4346,Kicukiro,SectorB,Agricultural,R2,209,6.76379993263353,273.9669452160239,2.4625692756628297,0.3987998540964364,8087226.57067993,38694.86397454512
3/00/05/01/3350,Nyarugenge,SectorA,Agricultural,C2,550,5.5371404283661025,293.7506120289207,1.2825293673926497,0.777989176363034,28121481.50752932,51129.96637732603
3/03/05/01/0213,Huye,SectorD,Mixed-use,R1,914,6.321043125120874,63.160467338998814,7.187748441653999,0.3556466585482408,39103946.44247671,42783.31120621084
3/02/05/01/3562,Kicukiro,SectorB,Residential,R3,1184,9.444256241916275,66.90746114293913,6.247884732593393,0.9421101744425493,84237088.45961921,71146.18957738108
3/03/05/01/2913,Rubavu,SectorD,Agricultural,R2,855,3.552855282288119,160.67306118512684,0.12782094482368,0.29762521214286786,21858471.205553267,25565.463398307915
3/05/05/01/3165,Nyarugenge,SectorD,Mixed-use,R3,1495,11.763363187335038,31.65907581118105,11.653108683282325,0.650588055100144,141368471.45482716,94560.85047145629
3/01/05/01/3311,Musanze,SectorC,Residential,R3,618,10.83845204284707,289.67506179563213,6.804618471655627,0.7059484663522324,26258306.814866338,42489.16960334359
3/07/05/01/0667,Rubavu,SectorB,Commercial,R1,1291,14.889898952700158,257.9715292868175,1.4605034068683165,0.765097597447997,79444777.91060598,61537.39574795196
3/02/05/01/1712,Kicukiro,SectorC,Agricultural,R3,827,11.055819650265581,83.10631625470253,9.32010032142674,0.6171908973647116,33153459.938017737,40088.827010904155
3/01/05/01/0431,Musanze,SectorA,Mixed-use,R2,465,9.571614110665825,67.8600775620184,14.085856439507808,0.20534570337911023,20681712.399639454,44476.80085943969
3/09/05/01/4569,Musanze,SectorD,Agricultural,R3,1165,2.352699662458747,211.24867892454995,4.240957049879083,0.9906246547004232,31942716.37953641,27418.640669129963
3/06/05/01/3746,Rubavu,SectorC,Agricultural,R1,1387,10.485147479377309,171.79755312473063,13.831498501894025,0.2317769614814152,34359381.46101485,24772.44517737192
3/00/05/01/2190,Nyarugenge,SectorD,Commercial,C2,1163,7.506107386782492,293.3965334195072,10.169970228638768,0.5257971338096565,125124013.28254299,107587.28571155888
3/03/05/01/2403,Musanze,SectorB,Agricultural,C1,610,11.261056708245315,74.07976242800952,5.569003861726063,0.31784107656951444,14355556.197853593,23533.69868500589
3/07/05/01/3467,Kicukiro,SectorB,Agricultural,R2,1209,2.594180036475108,156.4200663140161,7.816441034891306,0.9773203983452843,52030700.105389774,43036.14566202628
3/03/05/01/0723,Huye,SectorA,Agricultural,C2,436,7.199611185380538,254.94447593900352,3.0900851782805985,0.961676521322339,10894771.578231843,24988.008206953768
3/07/05/01/0367,Rubavu,SectorD,Agricultural,C1,890,2.250053343358021,207.67068361845662,7.40721060685393,0.5101190443645176,23729603.535310257,26662.475882371076
3/06/05/01/1716,Nyarugenge,SectorD,Agricultural,A1,493,8.414234836936055,229.87413259335867,0.5872581641561697,0.9487784865675741,25945223.28644479,52627.2277615513
3/08/05/01/0548,Gasabo,SectorD,Agricultural,C1,1048,11.197191960755044,107.01279903107537,10.066397356289642,0.8443440344367834,45050214.228201896,42986.84563759723
3/05/05/01/3265,Rubavu,SectorB,Agricultural,R2,1247,2.3089021631620312,87.51002894030812,4.816830495872087,0.9750128316545548,36443108.62577941,29224.626003030804
3/07/05/01/3167,Rubavu,SectorB,Residential,R3,863,1.5543380051870892,271.90709141947565,12.278253767916617,0.7806564165554277,40170432.657319255,46547.43065738036
3/09/05/01/4899,Nyarugenge,SectorC,Mixed-use,R2,1166,5.634723710224154,22.024666497405804,13.494452089086383,0.8155156189814055,114908969.33454832,98549.7164104188
3/06/05/01/1196,Huye,SectorD,Commercial,C1,1064,9.201929714064356,203.88667440142524,12.06391731567675,0.7273244356801076,56825180.3353677,53407.124375345586
3/06/05/01/2576,Gasabo,SectorD,Commercial,R2,1083,7.630670494571413,95.22030108993182,13.969584684553315,0.3753598427115237,96757582.17826042,89342.18114336142
3/08/05/01/2268,Gasabo,SectorD,Commercial,R3,891,1.490997912699455,238.55677506124084,13.256399982515733,0.7488317589984228,85558809.4408555,96025.59982138664
3/08/05/01/2788,Rubavu,SectorA,Commercial,R2,562,13.61949849062694,18.93626966143257,9.911115581007659,0.2345340114249785,31348700.63544606,55780.60611289334
3/08/05/01/2218,Musanze,SectorB,Agricultural,C1,908,4.612614516514016,26.523159854321676,10.96143452779949,0.4392641693243291,22434587.16350501,24707.6951139923
3/00/05/01/1320,Huye,SectorB,Residential,C2,515,4.995674064239782,254.04182780398847,6.48594540277635,0.8629337148268752,21063050.008779757,40899.12623064031
3/00/05/01/0890,Kicukiro,SectorA,Residential,C1,544,7.520158087344965,75.87228044696965,7.047064821730223,0.5643724576050895,36082500.674872674,66328.12624057477
3/00/05/01/4700,Nyarugenge,SectorD,Agricultural,R3,737,13.832391444613222,199.35727365101778,0.6091423545433611,0.2118481925713237,32774474.30799714,44470.11439348323
3/05/05/01/1165,Gasabo,SectorC,Commercial,C1,774,7.929759125974454,43.62471937739936,10.443321541819087,0.36485902394974024,68452967.00313622,88440.52584384524
3/03/05/01/4493,Kicukiro,SectorD,Agricultural,C1,465,10.785589044809031,35.44251359667287,3.980797585987688,0.8534101483291108,19557342.335196592,42058.80072085289
3/05/05/01/2365,Musanze,SectorC,Mixed-use,R3,649,8.294030421276997,188.28411630576915,1.3705716084212216,0.5460919462976366,31106718.79470662,47930.22926765273
3/04/05/01/2634,Huye,SectorC,Residential,R1,1170,11.40705750683094,266.4471084362949,9.7625753825536,0.3153280483106957,42061955.827799655,35950.389596409965
3/08/05/01/1588,Gasabo,SectorA,Agricultural,R2,217,13.028550791755517,124.03921611963267,5.978155715480737,0.33590933984529603,8364671.6237951955,38546.873842374174
3/04/05/01/2764,Nyarugenge,SectorD,Commercial,C1,1172,6.624993432278625,36.191904038302894,0.36439055099670437,0.8595800369956017,135746488.33679858,115824.64875153462
3/02/05/01/0022,Gasabo,SectorA,Agricultural,R3,663,1.5708519817666948,179.31341824053135,10.163465427634236,0.21327026314228492,25738328.372278392,38821.008102984
3/06/05/01/0296,Musanze,SectorD,Mixed-use,C2,459,12.180305813358517,290.4879837454997,12.853109041126412,0.29411519052746016,20422626.395549107,44493.73942385426
3/07/05/01/3597,Rubavu,SectorB,Mixed-use,R2,1108,10.83628004704598,56.1619592253895,7.1406397041591045,0.5735073773066569,56488947.67936835,50982.804764772874
3/00/05/01/0550,Rubavu,SectorA,Commercial,R1,450,14.139416968623825,58.44906731977443,9.341301048597616,0.37814086329846797,25514416.585531596,56698.70352340355
3/04/05/01/2294,Gasabo,SectorB,Agricultural,R1,1190,11.498270364371436,284.1826450089759,5.667274257673575,0.8976427451035949,51322445.55946494,43128.10551215541
3/08/05/01/1168,Kicukiro,SectorA,Residential,R2,818,3.2907360029432735,41.851344168486854,0.4001514391330879,0.20994047503514582,51101596.67108728,62471.389573456334
3/01/05/01/3621,Musanze,SectorB,Commercial,A1,1048,7.26826045553905,213.54409488051462,4.832916359644309,0.8754537931250588,61796706.1842242,58966.322694870425
3/02/05/01/1412,Gasabo,SectorB,Commercial,R1,1174,11.065894655572855,231.24403327300203,6.241778166477899,0.2135278506050937,99578115.35335588,84819.51904033721
